Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Ch3Amplitude,Ch4Amplitude,Ch5Amplitude,Ch6Amplitude,Bd,IPC,
1372.436,3244.773,-10.67235,-17.87596,244.9795,42.22101,0,0,
1364.092,3045.641,-4.549313,-15.67149,245.7365,88.05466,0,0,
1320.656,3208.398,-48.25388,-18.86753,163.302,110.7127,0,0,
1232.754,3188.712,2.371438,25.06233,219.32,55.45174,0,0,
1352.664,3139.323,-11.29003,3.960208,324.566,11.09072,0,0,
1315.603,3156.475,-9.65998,23.93948,219.8694,43.06222,0,0,
1279.543,3040.431,-27.67466,-33.37307,195.479,98.51393,0,0,
1230.091,3211.348,-13.90194,37.59137,230.5816,85.81203,0,0,
1293.829,3096.065,-9.622858,52.33173,228.3625,45.30025,0,0,
1308.797,3209.098,-17.04737,18.78226,241.7262,27.0539,0,0,
1301.728,3129.862,-26.44771,9.019267,223.5798,60.53435,0,0,
1289.959,3378.918,-3.043935,-13.94591,269.2188,-0.4016719,0,0,
1358.341,3146.514,8.114056,-21.54123,251.5462,10.85521,0,0,
1316.556,3130.149,-5.086296,-20.53876,231.7339,31.27699,0,0,
1368.506,3180.112,2.882829,-28.45375,269.1612,29.90899,0,0,
1301.055,3148.857,8.263763,43.75984,260.5861,40.64709,0,0,
1390.393,3186.481,0.2846902,-11.72928,274.641,51.31133,0,0,
1181.023,3283.262,-17.63187,-6.044535,244.6609,49.80275,0,0,
1350.738,3186.326,16.48804,-24.11101,283.2841,23.16146,0,0,
1438.526,2994.995,9.958893,7.94671,292.8525,-12.83401,0,0,
1318.344,3114.695,-3.899124,-28.56963,160.1045,104.9632,0,0,
1256.733,3207.778,-31.87846,4.834022,176.1884,77.94282,0,0,
1284.025,3209.526,38.70005,-7.985736,267.95,-12.7322,0,0,
1249.269,3176.277,-27.61999,-17.26964,261.6102,52.78016,0,0,
1285.876,3162.408,-41.76989,-40.79208,241.0086,45.71631,0,0,
1334.967,3164.851,-41.40082,-42.362,181.6352,81.07936,0,0,
1340.932,3142.227,-12.70435,5.429773,301.0552,-15.64176,0,0,
1273.845,3195.271,-7.61413,49.20956,206.3542,45.04107,0,0,
1257.401,3241.325,-23.04671,24.48976,234.5416,44.49518,0,0,
1319.625,3134.468,-3.42535,-79.93266,308.5261,17.8887,0,0,
1283.037,3333.817,-25.07375,-9.49158,221.0984,83.79429,0,0,
1380.353,3150.382,9.380502,-9.744959,187.4865,63.51449,0,0,
1354.758,3167.651,16.37858,-10.04889,198.9048,113.2168,0,0,
1294.084,3139.348,-18.20136,10.86725,235.5975,73.30278,0,0,
